ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
226,2024-07-01,Uruguay,Montevideo,Laura Rodriguez,Camara,Electronica,3,370.34,1111.02,Terrestre,Entregado
227,2024-10-25,Ecuador,Quito,Luis Sanchez,Celular,Electronica,3,834.88,2504.64,Maritimo,En transito
228,2024-02-07,Uruguay,Montevideo,Luis Sanchez,Celular,Electronica,4,421.53,1686.12,Aereo,Entregado
229,2024-07-06,Brasil,Rio de Janeiro,Lucia Rodriguez,Monitor,Electronica,2,478.4,956.8,Terrestre,Entregado
230,2025-01-03,Bolivia,Santa Cruz,Maria Lopez,Escritorio,Muebles,3,897.37,2692.11,Aereo,En transito
231,2024-07-08,Venezuela,Valencia,Ana Perez,Impresora,Oficina,1,211.48,211.48,Aereo,Cancelado
232,2024-05-04,Paraguay,Encarnacion,Carlos Martinez,Laptop,Electronica,2,656.47,1312.94,Aereo,Entregado
233,2025-01-17,Bolivia,La Paz,Laura Martinez,Monitor,Electronica,5,918.89,4594.45,Maritimo,Entregado
234,2024-10-14,Venezuela,Caracas,Luis Garcia,Celular,Electronica,5,373.77,1868.85,Terrestre,Pendiente
235,2024-06-19,Ecuador,Guayaquil,Lucia Sanchez,Escritorio,Muebles,5,829.45,4147.25,Aereo,Pendiente
236,2024-07-01,Colombia,Medellin,Maria Martinez,Monitor,Electronica,5,417.84,2089.2,Terrestre,Cancelado
237,2024-03-06,Uruguay,Salto,Pedro Perez,Silla ergonomica,Muebles,5,872.22,4361.1,Aereo,En transito
238,2024-06-30,Bolivia,Santa Cruz,Ana Garcia,Celular,Electronica,5,481.68,2408.4,Terrestre,Cancelado
239,2024-07-20,Venezuela,Valencia,Maria Garcia,Celular,Electronica,1,924.2,924.2,Terrestre,Pendiente
240,2024-01-07,Bolivia,Santa Cruz,Luis Garcia,Celular,Electronica,4,439.97,1759.88,Aereo,En transito
241,2024-02-28,Uruguay,Paysandu,Juan Lopez,Laptop,Electronica,5,737.86,3689.3,Terrestre,En transito
242,2024-06-16,Paraguay,Asuncion,Pedro Perez,Silla ergonomica,Muebles,2,862.71,1725.42,Aereo,Pendiente
243,2024-07-15,Uruguay,Paysandu,Maria Martinez,Monitor,Electronica,3,1008.42,3025.26,Aereo,Pendiente
244,2025-01-13,Colombia,Medellin,Juan Perez,Silla ergonomica,Muebles,3,173.5,520.5,Terrestre,Entregado
245,2024-01-22,Ecuador,Quito,Luis Lopez,Laptop,Electronica,3,1157.03,3471.09,Terrestre,En transito
246,2024-01-25,Colombia,Bogota,Carlos Rodriguez,Impresora,Oficina,4,385.46,1541.84,Maritimo,Entregado
247,2024-09-22,Brasil,Brasilia,Ana Garcia,Tablet,Electronica,5,868.91,4344.55,Terrestre,Cancelado
248,2025-02-14,Colombia,Bogota,Pedro Perez,Teclado,Accesorios,2,1183.96,2367.92,Terrestre,Pendiente
249,2024-10-08,Venezuela,Caracas,Pedro Garcia,Silla ergonomica,Muebles,4,545.08,2180.32,Maritimo,Cancelado
250,2024-06-04,Bolivia,Cochabamba,Luis Perez,Auriculares,Accesorios,5,363.41,1817.05,Maritimo,Cancelado
251,2024-01-06,Bolivia,Cochabamba,Luis Rodriguez,Teclado,Accesorios,2,730.83,1461.66,Terrestre,Pendiente
252,2024-05-11,Chile,Concepcion,Juan Martinez,Camara,Electronica,2,440.79,881.58,Maritimo,En transito
253,2025-02-03,Venezuela,Maracaibo,Luis Martinez,Teclado,Accesorios,1,173.35,173.35,Terrestre,Entregado
254,2025-01-26,Venezuela,Caracas,Lucia Sanchez,Camara,Electronica,5,579.05,2895.25,Maritimo,En transito
255,2024-01-16,Colombia,Medellin,Luis Garcia,Silla ergonomica,Muebles,5,1196.24,5981.2,Aereo,Entregado
256,2024-12-29,Venezuela,Valencia,Juan Sanchez,Silla ergonomica,Muebles,5,680.22,3401.1,Maritimo,Entregado
257,2024-02-16,Uruguay,Salto,Laura Sanchez,Silla ergonomica,Muebles,5,1189.76,5948.8,Maritimo,Cancelado
258,2024-06-19,Colombia,Medellin,Laura Martinez,Silla ergonomica,Muebles,1,857.56,857.56,Maritimo,Pendiente
259,2025-01-24,Argentina,Rosario,Maria Lopez,Auriculares,Accesorios,4,457.92,1831.68,Aereo,Entregado
260,2025-03-25,Brasil,Sao Paulo,Pedro Perez,Camara,Electronica,5,783.65,3918.25,Terrestre,En transito
261,2024-06-28,Bolivia,Cochabamba,Carlos Lopez,Escritorio,Muebles,1,883.69,883.69,Aereo,Cancelado
262,2024-09-30,Ecuador,Guayaquil,Luis Martinez,Auriculares,Accesorios,3,445.3,1335.9,Terrestre,En transito
263,2024-06-20,Ecuador,Cuenca,Ana Garcia,Auriculares,Accesorios,1,706.79,706.79,Maritimo,Pendiente
264,2024-12-27,Ecuador,Guayaquil,Laura Garcia,Auriculares,Accesorios,2,661.72,1323.44,Maritimo,Pendiente
265,2024-11-07,Argentina,Cordoba,Carlos Perez,Laptop,Electronica,2,329.3,658.6,Aereo,Cancelado
266,2024-03-08,Paraguay,Encarnacion,Maria Rodriguez,Tablet,Electronica,2,1088.96,2177.92,Terrestre,Pendiente
267,2024-09-01,Chile,Santiago,Lucia Rodriguez,Tablet,Electronica,5,105.71,528.55,Terrestre,Pendiente
268,2025-03-26,Bolivia,Cochabamba,Laura Lopez,Monitor,Electronica,5,437.53,2187.65,Maritimo,Entregado
269,2024-01-12,Ecuador,Guayaquil,Ana Perez,Camara,Electronica,5,1183.25,5916.25,Maritimo,Cancelado
270,2024-05-11,Colombia,Bogota,Ana Martinez,Monitor,Electronica,3,288.37,865.11,Terrestre,En transito
271,2024-04-21,Bolivia,Cochabamba,Maria Martinez,Teclado,Accesorios,5,355.51,1777.55,Maritimo,Pendiente
272,2025-02-17,Uruguay,Salto,Laura Garcia,Impresora,Oficina,5,134.11,670.55,Maritimo,Cancelado
273,2024-06-27,Colombia,Bogota,Maria Rodriguez,Escritorio,Muebles,4,830.36,3321.44,Aereo,Cancelado
274,2024-01-06,Brasil,Rio de Janeiro,Carlos Sanchez,Teclado,Accesorios,2,1027.41,2054.82,Aereo,En transito
275,2024-11-19,Venezuela,Maracaibo,Luis Perez,Silla ergonomica,Muebles,1,346.02,346.02,Maritimo,En transito
276,2024-03-05,Ecuador,Cuenca,Pedro Garcia,Teclado,Accesorios,3,256.53,769.59,Maritimo,Cancelado
277,2024-07-05,Ecuador,Guayaquil,Laura Perez,Impresora,Oficina,3,1145.86,3437.58,Terrestre,Entregado
278,2024-03-19,Ecuador,Cuenca,Lucia Rodriguez,Teclado,Accesorios,2,830.38,1660.76,Maritimo,Pendiente
279,2024-12-26,Peru,Arequipa,Luis Perez,Celular,Electronica,5,259.69,1298.45,Aereo,Cancelado
280,2024-11-23,Argentina,Rosario,Pedro Lopez,Teclado,Accesorios,1,112.21,112.21,Maritimo,Cancelado
281,2025-03-20,Ecuador,Cuenca,Pedro Rodriguez,Monitor,Electronica,5,909.27,4546.35,Maritimo,Pendiente
282,2024-03-06,Peru,Arequipa,Luis Rodriguez,Teclado,Accesorios,2,97.57,195.14,Terrestre,En transito
283,2024-01-10,Paraguay,Encarnacion,Pedro Martinez,Monitor,Electronica,5,393.3,1966.5,Aereo,Entregado
284,2024-04-17,Bolivia,La Paz,Luis Rodriguez,Tablet,Electronica,1,433.58,433.58,Aereo,Cancelado
285,2024-03-02,Colombia,Bogota,Juan Perez,Camara,Electronica,4,740.75,2963,Maritimo,Entregado
286,2024-04-20,Peru,Arequipa,Maria Garcia,Celular,Electronica,2,1063.35,2126.7,Maritimo,Cancelado
287,2024-12-28,Paraguay,Encarnacion,Laura Sanchez,Escritorio,Muebles,1,846.86,846.86,Aereo,Cancelado
288,2024-11-11,Bolivia,La Paz,Carlos Lopez,Celular,Electronica,2,84.35,168.7,Aereo,En transito
289,2024-01-23,Brasil,Sao Paulo,Maria Garcia,Auriculares,Accesorios,5,519.27,2596.35,Maritimo,En transito
290,2024-04-19,Colombia,Bogota,Ana Sanchez,Teclado,Accesorios,5,252.21,1261.05,Terrestre,Entregado
291,2024-09-06,Bolivia,Santa Cruz,Maria Garcia,Escritorio,Muebles,1,917.14,917.14,Terrestre,Pendiente
292,2024-05-04,Venezuela,Caracas,Lucia Perez,Escritorio,Muebles,4,140.53,562.12,Terrestre,Entregado
293,2024-11-03,Argentina,Buenos Aires,Juan Lopez,Silla ergonomica,Muebles,1,737.14,737.14,Maritimo,En transito
294,2024-08-30,Peru,Lima,Carlos Perez,Monitor,Electronica,3,476.54,1429.62,Terrestre,Entregado
295,2024-12-06,Colombia,Medellin,Juan Sanchez,Tablet,Electronica,5,1010.38,5051.9,Maritimo,Pendiente
296,2024-03-22,Brasil,Brasilia,Carlos Lopez,Laptop,Electronica,1,825.55,825.55,Terrestre,Entregado
297,2025-03-22,Chile,Valparaiso,Carlos Martinez,Tablet,Electronica,5,669.93,3349.65,Terrestre,En transito
298,2024-01-10,Bolivia,La Paz,Carlos Garcia,Silla ergonomica,Muebles,3,141.45,424.35,Terrestre,Entregado
299,2024-03-05,Bolivia,La Paz,Juan Sanchez,Impresora,Oficina,3,962.02,2886.06,Maritimo,Entregado
300,2024-04-05,Chile,Concepcion,Juan Martinez,Tablet,Electronica,4,1191.95,4767.8,Aereo,En transito
301,2024-03-20,Argentina,Rosario,Carlos Perez,Auriculares,Accesorios,1,79.34,79.34,Terrestre,Pendiente
302,2024-12-29,Argentina,Buenos Aires,Carlos Garcia,Monitor,Electronica,2,1037.33,2074.66,Aereo,Entregado
303,2024-06-12,Paraguay,Asuncion,Carlos Sanchez,Laptop,Electronica,4,853.57,3414.28,Maritimo,Cancelado
304,2024-08-18,Venezuela,Valencia,Ana Perez,Monitor,Electronica,3,111.18,333.54,Maritimo,Entregado
305,2025-03-05,Bolivia,La Paz,Laura Perez,Teclado,Accesorios,1,696.48,696.48,Maritimo,Pendiente
306,2024-02-02,Paraguay,Encarnacion,Laura Sanchez,Monitor,Electronica,3,898.92,2696.76,Maritimo,Entregado
307,2025-03-11,Ecuador,Cuenca,Pedro Sanchez,Laptop,Electronica,1,920.05,920.05,Terrestre,Pendiente
308,2025-01-11,Bolivia,La Paz,Carlos Rodriguez,Celular,Electronica,4,463.44,1853.76,Maritimo,Entregado
309,2024-11-20,Ecuador,Cuenca,Ana Garcia,Laptop,Electronica,3,243.71,731.13,Terrestre,Entregado
310,2025-01-20,Brasil,Brasilia,Laura Martinez,Auriculares,Accesorios,1,971.95,971.95,Terrestre,Cancelado
311,2024-01-16,Peru,Cusco,Laura Sanchez,Silla ergonomica,Muebles,5,629.75,3148.75,Maritimo,Cancelado
312,2024-08-27,Chile,Valparaiso,Laura Rodriguez,Tablet,Electronica,3,67.81,203.43,Aereo,Cancelado
313,2025-03-07,Peru,Cusco,Luis Perez,Tablet,Electronica,4,627.05,2508.2,Aereo,Pendiente
314,2024-12-12,Ecuador,Cuenca,Carlos Garcia,Auriculares,Accesorios,2,1109.46,2218.92,Terrestre,Entregado
315,2024-06-11,Chile,Valparaiso,Carlos Sanchez,Escritorio,Muebles,4,1071.72,4286.88,Maritimo,Cancelado
316,2025-02-03,Bolivia,Santa Cruz,Laura Perez,Laptop,Electronica,5,462.36,2311.8,Terrestre,En transito
317,2024-04-19,Peru,Lima,Luis Martinez,Celular,Electronica,1,530.32,530.32,Maritimo,Entregado
318,2024-10-27,Argentina,Cordoba,Luis Garcia,Escritorio,Muebles,4,866.8,3467.2,Aereo,En transito
319,2024-08-30,Uruguay,Salto,Laura Lopez,Silla ergonomica,Muebles,3,46.13,138.39,Terrestre,Pendiente
320,2024-05-11,Chile,Concepcion,Pedro Sanchez,Celular,Electronica,2,69.67,139.34,Aereo,En transito
321,2024-11-05,Uruguay,Salto,Carlos Sanchez,Camara,Electronica,1,295.75,295.75,Aereo,En transito
322,2024-12-13,Chile,Valparaiso,Lucia Sanchez,Tablet,Electronica,5,538.76,2693.8,Aereo,Cancelado
323,2024-01-25,Chile,Santiago,Luis Garcia,Monitor,Electronica,5,442.11,2210.55,Aereo,Cancelado
324,2025-01-02,Chile,Valparaiso,Juan Sanchez,Camara,Electronica,3,496.47,1489.41,Terrestre,Pendiente
325,2024-12-19,Chile,Concepcion,Luis Sanchez,Laptop,Electronica,4,810.88,3243.52,Terrestre,En transito
326,2024-06-08,Colombia,Cali,Juan Perez,Monitor,Electronica,2,803.79,1607.58,Maritimo,Pendiente
327,2024-09-22,Brasil,Sao Paulo,Pedro Perez,Escritorio,Muebles,5,530.82,2654.1,Terrestre,Pendiente
328,2025-02-13,Colombia,Cali,Luis Perez,Tablet,Electronica,5,950.27,4751.35,Terrestre,Entregado
329,2024-05-24,Brasil,Brasilia,Juan Martinez,Teclado,Accesorios,2,550.4,1100.8,Maritimo,Entregado
330,2025-01-09,Bolivia,Cochabamba,Pedro Garcia,Celular,Electronica,5,1016.87,5084.35,Maritimo,Pendiente
331,2025-02-27,Ecuador,Cuenca,Luis Sanchez,Silla ergonomica,Muebles,5,1020.27,5101.35,Terrestre,Entregado
332,2025-01-07,Uruguay,Montevideo,Pedro Martinez,Laptop,Electronica,2,1186.32,2372.64,Terrestre,Cancelado
333,2024-10-17,Venezuela,Maracaibo,Laura Perez,Auriculares,Accesorios,3,82.92,248.76,Aereo,Pendiente
334,2024-01-02,Peru,Cusco,Carlos Garcia,Camara,Electronica,1,32.81,32.81,Maritimo,En transito
335,2024-11-06,Chile,Valparaiso,Pedro Rodriguez,Teclado,Accesorios,5,585.4,2927,Terrestre,Entregado
336,2024-12-02,Peru,Lima,Ana Sanchez,Celular,Electronica,3,780.13,2340.39,Aereo,Cancelado
337,2024-04-22,Venezuela,Valencia,Luis Sanchez,Silla ergonomica,Muebles,2,76.97,153.94,Aereo,Entregado
338,2024-12-20,Bolivia,Cochabamba,Ana Lopez,Silla ergonomica,Muebles,2,695.82,1391.64,Aereo,Entregado
339,2024-11-29,Paraguay,Asuncion,Carlos Rodriguez,Tablet,Electronica,2,157.22,314.44,Terrestre,En transito
340,2024-07-02,Brasil,Sao Paulo,Luis Perez,Laptop,Electronica,4,973.03,3892.12,Terrestre,En transito
341,2024-09-06,Uruguay,Paysandu,Ana Garcia,Tablet,Electronica,5,1128.58,5642.9,Aereo,Pendiente
342,2024-01-06,Argentina,Buenos Aires,Carlos Garcia,Celular,Electronica,5,695.48,3477.4,Aereo,En transito
343,2024-03-15,Brasil,Sao Paulo,Laura Perez,Impresora,Oficina,5,498.68,2493.4,Aereo,Entregado
344,2024-03-27,Bolivia,Santa Cruz,Luis Martinez,Camara,Electronica,2,599.77,1199.54,Aereo,Entregado
345,2024-06-20,Colombia,Cali,Carlos Martinez,Teclado,Accesorios,4,817.91,3271.64,Maritimo,En transito
346,2024-05-22,Paraguay,Ciudad del Este,Juan Martinez,Escritorio,Muebles,2,921.82,1843.64,Terrestre,Pendiente
347,2024-09-24,Uruguay,Salto,Lucia Martinez,Silla ergonomica,Muebles,2,802.36,1604.72,Terrestre,Pendiente
348,2024-09-29,Chile,Valparaiso,Ana Sanchez,Celular,Electronica,4,687.96,2751.84,Aereo,Cancelado
349,2024-02-05,Brasil,Brasilia,Maria Sanchez,Auriculares,Accesorios,5,559.66,2798.3,Aereo,Pendiente
350,2024-03-25,Peru,Lima,Lucia Lopez,Monitor,Electronica,5,487.55,2437.75,Aereo,Cancelado
351,2024-08-23,Peru,Cusco,Laura Rodriguez,Auriculares,Accesorios,2,968.64,1937.28,Aereo,En transito
352,2024-03-30,Colombia,Cali,Laura Martinez,Laptop,Electronica,4,922.43,3689.72,Maritimo,Pendiente
353,2024-03-31,Chile,Santiago,Maria Rodriguez,Monitor,Electronica,1,1102.4,1102.4,Maritimo,En transito
354,2025-03-09,Argentina,Buenos Aires,Lucia Sanchez,Tablet,Electronica,1,875.09,875.09,Maritimo,Entregado
355,2024-04-16,Venezuela,Valencia,Luis Garcia,Camara,Electronica,1,1153.64,1153.64,Terrestre,Pendiente
356,2024-03-12,Peru,Cusco,Carlos Rodriguez,Camara,Electronica,2,131.49,262.98,Terrestre,En transito
357,2024-05-05,Paraguay,Ciudad del Este,Carlos Rodriguez,Monitor,Electronica,2,1147.65,2295.3,Terrestre,Pendiente
358,2025-02-10,Venezuela,Maracaibo,Luis Sanchez,Teclado,Accesorios,1,297.07,297.07,Maritimo,En transito
359,2024-04-17,Colombia,Bogota,Carlos Rodriguez,Escritorio,Muebles,1,892,892,Maritimo,Pendiente
360,2024-05-06,Venezuela,Caracas,Luis Garcia,Laptop,Electronica,4,1070.9,4283.6,Aereo,Cancelado
361,2025-02-02,Peru,Arequipa,Carlos Sanchez,Silla ergonomica,Muebles,5,151.99,759.95,Aereo,Pendiente
362,2024-08-26,Ecuador,Quito,Carlos Garcia,Camara,Electronica,1,206.27,206.27,Terrestre,Pendiente
363,2024-09-02,Venezuela,Maracaibo,Luis Lopez,Laptop,Electronica,2,680.7,1361.4,Maritimo,Pendiente
364,2024-10-15,Peru,Arequipa,Luis Sanchez,Tablet,Electronica,2,75.55,151.1,Terrestre,Cancelado
365,2024-06-29,Uruguay,Montevideo,Maria Lopez,Camara,Electronica,3,721.88,2165.64,Terrestre,Cancelado
366,2024-06-03,Argentina,Rosario,Luis Martinez,Silla ergonomica,Muebles,1,911.53,911.53,Aereo,Entregado
367,2025-02-06,Brasil,Rio de Janeiro,Luis Perez,Camara,Electronica,4,729.09,2916.36,Terrestre,Pendiente
368,2024-07-01,Bolivia,La Paz,Laura Rodriguez,Celular,Electronica,3,982.13,2946.39,Terrestre,En transito
369,2025-02-10,Bolivia,La Paz,Carlos Lopez,Laptop,Electronica,5,176.27,881.35,Aereo,Entregado
370,2024-11-27,Argentina,Buenos Aires,Laura Garcia,Laptop,Electronica,2,63.82,127.64,Aereo,Entregado
371,2024-12-05,Peru,Lima,Carlos Perez,Laptop,Electronica,4,265.52,1062.08,Terrestre,Pendiente
372,2024-05-27,Uruguay,Montevideo,Laura Lopez,Escritorio,Muebles,4,976.3,3905.2,Aereo,Pendiente
373,2024-11-04,Bolivia,Cochabamba,Pedro Lopez,Teclado,Accesorios,5,1104.6,5523,Aereo,Cancelado
374,2024-03-31,Ecuador,Guayaquil,Lucia Perez,Silla ergonomica,Muebles,5,913.07,4565.35,Maritimo,Pendiente
375,2024-11-16,Argentina,Buenos Aires,Laura Lopez,Escritorio,Muebles,1,449.07,449.07,Aereo,En transito
376,2024-09-02,Chile,Valparaiso,Maria Rodriguez,Auriculares,Accesorios,1,365.56,365.56,Aereo,Entregado
377,2024-10-11,Chile,Santiago,Juan Lopez,Laptop,Electronica,4,652.55,2610.2,Terrestre,En transito
378,2025-01-05,Peru,Cusco,Juan Garcia,Teclado,Accesorios,4,94.63,378.52,Terrestre,Cancelado
379,2024-09-16,Chile,Valparaiso,Maria Sanchez,Impresora,Oficina,4,78.96,315.84,Maritimo,Cancelado
380,2024-09-14,Uruguay,Montevideo,Juan Lopez,Escritorio,Muebles,1,367.25,367.25,Terrestre,Pendiente
381,2024-02-06,Colombia,Medellin,Lucia Garcia,Escritorio,Muebles,2,599.71,1199.42,Maritimo,En transito
382,2024-06-27,Argentina,Buenos Aires,Luis Sanchez,Escritorio,Muebles,2,365.58,731.16,Terrestre,En transito
383,2024-04-08,Uruguay,Salto,Luis Garcia,Celular,Electronica,5,814.98,4074.9,Aereo,En transito
384,2025-01-13,Colombia,Cali,Juan Sanchez,Escritorio,Muebles,4,997.87,3991.48,Maritimo,Cancelado
385,2024-05-27,Uruguay,Salto,Luis Perez,Teclado,Accesorios,5,255.23,1276.15,Maritimo,En transito
386,2025-02-05,Bolivia,Santa Cruz,Lucia Sanchez,Celular,Electronica,3,317.9,953.7,Maritimo,En transito
387,2024-06-09,Uruguay,Salto,Pedro Lopez,Silla ergonomica,Muebles,1,661.68,661.68,Maritimo,En transito
388,2024-03-20,Paraguay,Ciudad del Este,Maria Lopez,Monitor,Electronica,3,661.94,1985.82,Terrestre,Cancelado
389,2025-01-10,Bolivia,La Paz,Ana Sanchez,Impresora,Oficina,3,248.91,746.73,Terrestre,Cancelado
390,2024-07-11,Peru,Lima,Pedro Garcia,Laptop,Electronica,4,1084.45,4337.8,Terrestre,Pendiente
391,2024-01-08,Bolivia,La Paz,Laura Sanchez,Camara,Electronica,1,617.26,617.26,Maritimo,En transito
392,2024-11-07,Colombia,Medellin,Juan Rodriguez,Silla ergonomica,Muebles,1,701.34,701.34,Aereo,Entregado
393,2024-10-19,Uruguay,Montevideo,Laura Sanchez,Celular,Electronica,5,155.37,776.85,Aereo,Entregado
394,2025-01-27,Argentina,Cordoba,Maria Sanchez,Auriculares,Accesorios,4,168.2,672.8,Terrestre,En transito
395,2024-04-14,Colombia,Medellin,Ana Garcia,Laptop,Electronica,5,566.45,2832.25,Terrestre,Pendiente
396,2024-09-20,Bolivia,La Paz,Juan Perez,Silla ergonomica,Muebles,2,1014.35,2028.7,Maritimo,Cancelado
397,2024-09-01,Paraguay,Asuncion,Pedro Martinez,Monitor,Electronica,3,1116.84,3350.52,Aereo,Pendiente
398,2024-06-17,Venezuela,Maracaibo,Luis Lopez,Impresora,Oficina,2,256.8,513.6,Maritimo,Entregado
399,2024-04-21,Peru,Cusco,Juan Garcia,Auriculares,Accesorios,3,98.03,294.09,Maritimo,Cancelado
400,2025-01-06,Colombia,Cali,Carlos Martinez,Auriculares,Accesorios,4,442.02,1768.08,Maritimo,Cancelado
401,2024-02-23,Brasil,Sao Paulo,Maria Rodriguez,Escritorio,Muebles,3,793.9,2381.7,Terrestre,Cancelado
402,2024-11-18,Uruguay,Paysandu,Luis Martinez,Teclado,Accesorios,2,491.09,982.18,Aereo,Pendiente
403,2024-01-29,Venezuela,Maracaibo,Carlos Sanchez,Teclado,Accesorios,5,766.78,3833.9,Terrestre,En transito
404,2024-12-13,Peru,Cusco,Pedro Perez,Monitor,Electronica,4,267.13,1068.52,Maritimo,En transito
405,2024-02-27,Bolivia,Cochabamba,Lucia Rodriguez,Monitor,Electronica,2,533.68,1067.36,Aereo,Cancelado
406,2024-06-14,Argentina,Cordoba,Maria Martinez,Tablet,Electronica,1,480.27,480.27,Aereo,Cancelado
407,2024-07-15,Peru,Cusco,Luis Garcia,Silla ergonomica,Muebles,2,242.11,484.22,Aereo,En transito
408,2025-02-28,Chile,Concepcion,Laura Perez,Impresora,Oficina,1,1175.57,1175.57,Aereo,Cancelado
409,2025-01-14,Chile,Valparaiso,Pedro Lopez,Auriculares,Accesorios,2,202.79,405.58,Aereo,Cancelado
410,2024-01-30,Ecuador,Quito,Laura Perez,Monitor,Electronica,1,42.31,42.31,Terrestre,Cancelado
411,2024-03-12,Brasil,Brasilia,Pedro Perez,Silla ergonomica,Muebles,4,79.66,318.64,Aereo,Cancelado
412,2024-12-11,Colombia,Bogota,Carlos Lopez,Escritorio,Muebles,5,856.98,4284.9,Terrestre,En transito
413,2025-01-13,Colombia,Medellin,Ana Garcia,Monitor,Electronica,1,182.35,182.35,Aereo,Entregado
414,2024-11-06,Uruguay,Salto,Luis Martinez,Escritorio,Muebles,5,941.18,4705.9,Aereo,Pendiente
415,2025-03-08,Bolivia,Cochabamba,Pedro Lopez,Teclado,Accesorios,4,44.69,178.76,Terrestre,Pendiente
416,2024-12-28,Brasil,Sao Paulo,Maria Lopez,Auriculares,Accesorios,1,686.33,686.33,Terrestre,Cancelado
417,2024-07-07,Ecuador,Guayaquil,Laura Rodriguez,Laptop,Electronica,4,1103.57,4414.28,Maritimo,Pendiente
418,2024-05-28,Brasil,Rio de Janeiro,Lucia Sanchez,Celular,Electronica,3,25.39,76.17,Terrestre,Entregado
419,2025-01-08,Paraguay,Asuncion,Luis Sanchez,Impresora,Oficina,5,1195.29,5976.45,Maritimo,Cancelado
420,2024-03-08,Uruguay,Montevideo,Carlos Lopez,Celular,Electronica,2,744.93,1489.86,Maritimo,Entregado
421,2024-05-23,Paraguay,Ciudad del Este,Maria Rodriguez,Teclado,Accesorios,2,1056.2,2112.4,Terrestre,Cancelado
422,2025-02-08,Colombia,Medellin,Juan Martinez,Tablet,Electronica,2,1112.47,2224.94,Terrestre,Cancelado
423,2024-06-12,Peru,Cusco,Luis Perez,Auriculares,Accesorios,4,228.9,915.6,Aereo,Pendiente
424,2024-05-16,Bolivia,Cochabamba,Carlos Martinez,Teclado,Accesorios,1,243.91,243.91,Terrestre,Entregado
425,2024-08-02,Brasil,Sao Paulo,Carlos Garcia,Laptop,Electronica,1,405.84,405.84,Terrestre,Entregado
426,2024-03-22,Brasil,Rio de Janeiro,Lucia Lopez,Silla ergonomica,Muebles,2,346.9,693.8,Aereo,Pendiente
427,2025-02-18,Uruguay,Salto,Luis Perez,Escritorio,Muebles,5,924.82,4624.1,Maritimo,Cancelado
428,2024-11-05,Ecuador,Guayaquil,Pedro Perez,Monitor,Electronica,4,890.15,3560.6,Maritimo,Pendiente
429,2025-01-08,Uruguay,Montevideo,Juan Rodriguez,Silla ergonomica,Muebles,1,464.67,464.67,Aereo,Entregado
430,2024-08-14,Brasil,Sao Paulo,Maria Garcia,Escritorio,Muebles,4,26.08,104.32,Terrestre,Cancelado
431,2024-11-09,Colombia,Medellin,Pedro Lopez,Silla ergonomica,Muebles,4,344.62,1378.48,Aereo,Pendiente
432,2024-10-29,Ecuador,Cuenca,Juan Perez,Impresora,Oficina,5,370.91,1854.55,Aereo,Pendiente
433,2024-01-14,Ecuador,Cuenca,Lucia Garcia,Silla ergonomica,Muebles,5,1052.19,5260.95,Terrestre,Pendiente
434,2024-06-15,Uruguay,Salto,Carlos Martinez,Auriculares,Accesorios,5,996.92,4984.6,Maritimo,En transito
435,2025-02-03,Peru,Lima,Luis Martinez,Impresora,Oficina,3,45.85,137.55,Terrestre,En transito
436,2024-05-31,Colombia,Medellin,Maria Garcia,Tablet,Electronica,2,1097.19,2194.38,Maritimo,Entregado
437,2024-11-17,Peru,Lima,Luis Sanchez,Auriculares,Accesorios,3,1179.2,3537.6,Maritimo,Entregado
438,2024-09-09,Argentina,Cordoba,Luis Perez,Silla ergonomica,Muebles,3,485.03,1455.09,Maritimo,En transito
439,2024-12-03,Venezuela,Valencia,Luis Martinez,Monitor,Electronica,4,107.38,429.52,Maritimo,Cancelado
440,2025-02-16,Chile,Valparaiso,Luis Lopez,Monitor,Electronica,2,1078.63,2157.26,Terrestre,En transito
441,2024-09-05,Uruguay,Salto,Juan Martinez,Silla ergonomica,Muebles,2,648.86,1297.72,Aereo,Entregado
442,2024-12-15,Brasil,Brasilia,Laura Sanchez,Monitor,Electronica,5,334.08,1670.4,Aereo,Entregado
443,2024-11-04,Paraguay,Asuncion,Luis Martinez,Auriculares,Accesorios,1,795.28,795.28,Terrestre,Pendiente
444,2024-12-08,Ecuador,Cuenca,Laura Rodriguez,Silla ergonomica,Muebles,1,615.31,615.31,Terrestre,Cancelado
445,2024-11-01,Argentina,Cordoba,Pedro Rodriguez,Celular,Electronica,1,644.21,644.21,Maritimo,Entregado
446,2024-01-25,Paraguay,Encarnacion,Maria Martinez,Laptop,Electronica,2,407.23,814.46,Aereo,Cancelado
447,2024-06-29,Bolivia,Cochabamba,Luis Sanchez,Silla ergonomica,Muebles,2,742.56,1485.12,Maritimo,Entregado
